certification_id,vendor_id,vendor_name,name,slug,route_identifier,rolemath_url,official_url,currentness_state,current_exam_code,current_version,current_source_url,current_checked_date,exam_fees_json,renewal_json,role_ids,occupation_ids,training_offer_count,known_unknowns_json
cert_microsoft_az104,microsoft,Microsoft,Microsoft Azure Administrator Associate,microsoft-az-104,/certifications/microsoft/microsoft-az-104,https://rolemath.com/certifications/microsoft/microsoft-az-104/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-104,current,AZ-104,current,https://learn.microsoft.com/en-us/credentials/certifications/azure-administrator/,2026-08-09,"[{""amount"":165.0,""currency"":""USD"",""scope"":""AZ-104; United States storefront"",""source_url"":""https://learn.microsoft.com/en-us/credentials/exam-pricing.json"",""checked_date"":""2026-06-19""}]","{""lifecycle_state"":""time_limited"",""validity_years"":1.0,""model"":""Free open-book online renewal assessment on Microsoft Learn (6-month window before expiry)"",""fee"":0.0,""fee_unit"":""per_year"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/renew-your-microsoft-certification"",""checked_date"":""2026-06-14""}",role_junior_systems_administrator;role_cloud_engineer,occ_computer_systems_engineers_architects;occ_network_systems_administrators,0,[]
cert_microsoft_azure_ai_cloud_developer_associate,microsoft,Microsoft,Microsoft Certified: Azure AI Cloud Developer Associate,microsoft-azure-ai-cloud-developer-associate,/certifications/microsoft/microsoft-azure-ai-cloud-developer-associate,,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-cloud-developer-associate/,current,AI-200,current,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-cloud-developer-associate/,2026-08-09,[],null,,,0,"[""Eligibility has not been checked or recorded as an attributable unknown."",""No current scoped exam fee is attributable yet."",""Lifecycle or renewal semantics are not attributable yet."",""No current official and genuinely free preparation resource is recorded."",""RoleMath has not mapped this credential to an occupation with attributable evidence.""]"
cert_microsoft_azure_solutions_architect_expert,microsoft,Microsoft,Microsoft Certified: Azure Solutions Architect Expert,microsoft-azure-solutions-architect-expert,/certifications/microsoft/microsoft-azure-solutions-architect-expert,https://rolemath.com/certifications/microsoft/microsoft-azure-solutions-architect-expert/,https://learn.microsoft.com/en-us/credentials/certifications/azure-solutions-architect/?WT.mc_id=api_CatalogApi,current,AZ-305,current,https://learn.microsoft.com/en-us/credentials/certifications/azure-solutions-architect/,2026-08-09,[],"{""lifecycle_state"":""time_limited"",""validity_years"":1.0,""model"":""Free online renewal assessment on Microsoft Learn during the renewal window"",""fee"":0.0,""fee_unit"":""per_year"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/renew-your-microsoft-certification"",""checked_date"":""2026-07-01""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,"[""No current scoped exam fee is attributable yet.""]"
cert_microsoft_azure_ai_fundamentals,microsoft,Microsoft,Microsoft Certified: Azure AI Fundamentals,microsoft-azure-ai-fundamentals,/certifications/microsoft/microsoft-azure-ai-fundamentals,,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-fundamentals/?WT.mc_id=api_CatalogApi,current,AI-901,current,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-fundamentals/,2026-08-09,"[{""amount"":99.0,""currency"":""USD"",""scope"":""AI-900; United States storefront"",""source_url"":""https://learn.microsoft.com/en-us/credentials/exam-pricing.json"",""checked_date"":""2026-06-27""},{""amount"":99.0,""currency"":""USD"",""scope"":""AI-901; United States storefront"",""source_url"":""https://learn.microsoft.com/en-us/credentials/exam-pricing.json"",""checked_date"":""2026-06-27""}]",null,role_ai_specialist,occ_data_scientists,0,"[""Lifecycle or renewal semantics are not attributable yet.""]"
cert_microsoft_security_compliance_and_identity_fundamentals,microsoft,Microsoft,"Microsoft Certified: Security, Compliance, and Identity Fundamentals",microsoft-security-compliance-and-identity-fundamentals,/certifications/microsoft/microsoft-security-compliance-and-identity-fundamentals,,https://learn.microsoft.com/en-us/credentials/certifications/security-compliance-and-identity-fundamentals/?WT.mc_id=api_CatalogApi,current,SC-900,current,https://learn.microsoft.com/en-us/credentials/certifications/security-compliance-and-identity-fundamentals/,2026-08-09,[],"{""lifecycle_state"":""no_expiration"",""validity_years"":0.0,""model"":""Does not expire - no renewal required"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/renew-your-microsoft-certification"",""checked_date"":""2026-07-01""}",role_it_security_operations_specialist;role_security_engineer,occ_information_security_analysts,0,"[""No current scoped exam fee is attributable yet.""]"
cert_microsoft_security_operations_analyst_associate,microsoft,Microsoft,Microsoft Certified: Security Operations Analyst Associate,microsoft-security-operations-analyst-associate,/certifications/microsoft/microsoft-security-operations-analyst-associate,,https://learn.microsoft.com/en-us/credentials/certifications/security-operations-analyst/?WT.mc_id=api_CatalogApi,current,SC-200,current,https://learn.microsoft.com/en-us/credentials/certifications/security-operations-analyst/,2026-08-09,[],"{""lifecycle_state"":""time_limited"",""validity_years"":1.0,""model"":""Free online renewal assessment on Microsoft Learn during the renewal window"",""fee"":0.0,""fee_unit"":""per_year"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/renew-your-microsoft-certification"",""checked_date"":""2026-07-01""}",role_soc_analyst,occ_information_security_analysts,0,"[""No current scoped exam fee is attributable yet.""]"
cert_microsoft_power_bi_data_analyst_associate,microsoft,Microsoft,Microsoft Certified: Power BI Data Analyst Associate,microsoft-power-bi-data-analyst-associate,/certifications/microsoft/microsoft-power-bi-data-analyst-associate,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/?WT.mc_id=api_CatalogApi,current,PL-300,current,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-08-09,[],"{""lifecycle_state"":""unknown"",""validity_years"":null,""model"":""Do you know that Microsoft role-based and specialty certifications expire unless they are renewed? Learn the latest updates to the technology for your job role and renew your certification at no cost by passing an online assessment on Micro"",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/?WT.mc_id=api_CatalogApi"",""checked_date"":""2026-06-12""}",role_data_analyst,occ_business_intelligence_analysts,0,"[""No current scoped exam fee is attributable yet."",""Lifecycle or renewal semantics are not attributable yet.""]"
cert_google_cloud_cloud_digital_leader,google_cloud,Google Cloud,Cloud Digital Leader,google-cloud-cloud-digital-leader,/certifications/google-cloud/google-cloud-cloud-digital-leader,,https://cloud.google.com/certification/cloud-digital-leader,current,,vendor_no_number / current guide through 2026-08-11,https://cloud.google.com/learn/certification/cloud-digital-leader,2026-08-09,"[{""amount"":99.0,""currency"":""USD"",""scope"":""United States storefront"",""source_url"":""https://cloud.google.com/learn/certification/cloud-digital-leader"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""3 years"",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://cloud.google.com/certification/cloud-digital-leader"",""checked_date"":""2026-06-12""}",role_cloud_engineer;role_cloud_support_associate,occ_computer_systems_engineers_architects;occ_computer_user_support_specialists,0,[]
cert_google_cloud_associate_cloud_engineer,google_cloud,Google Cloud,Associate Cloud Engineer,google-cloud-associate-cloud-engineer,/certifications/google-cloud/google-cloud-associate-cloud-engineer,https://rolemath.com/certifications/google-cloud/google-cloud-associate-cloud-engineer/,https://cloud.google.com/certification/cloud-engineer,current,,vendor_no_number,https://cloud.google.com/learn/certification/cloud-engineer,2026-08-09,"[{""amount"":125.0,""currency"":""USD"",""scope"":""United States storefront"",""source_url"":""https://cloud.google.com/learn/certification/cloud-engineer"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""3 years"",""fee"":75.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://support.google.com/cloud-certification/answer/9907853"",""checked_date"":""2026-06-12""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,[]
cert_google_cloud_professional_cloud_architect,google_cloud,Google Cloud,Professional Cloud Architect,google-cloud-professional-cloud-architect,/certifications/google-cloud/google-cloud-professional-cloud-architect,https://rolemath.com/certifications/google-cloud/google-cloud-professional-cloud-architect/,https://cloud.google.com/certification/cloud-architect,current,,vendor_no_number,https://cloud.google.com/learn/certification/cloud-architect,2026-08-09,"[{""amount"":200.0,""currency"":""USD"",""scope"":""United States storefront"",""source_url"":""https://cloud.google.com/learn/certification/cloud-architect"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":2.0,""model"":""2 years"",""fee"":100.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":""per 2-year cycle"",""source_url"":""https://support.google.com/cloud-certification/answer/9907853"",""checked_date"":""2026-06-12""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,[]
cert_isc2_cc_certified_in_cybersecurity,isc2,ISC2,CC - Certified in Cybersecurity,isc2-cc-certified-in-cybersecurity,/certifications/isc2/isc2-cc-certified-in-cybersecurity,https://rolemath.com/certifications/isc2/isc2-cc-certified-in-cybersecurity/,https://www.isc2.org/certifications/cc,current,CC,2025-10-01 outline,https://www.isc2.org/certifications/cc/cc-certification-exam-outline,2026-08-09,"[{""amount"":199.0,""currency"":""USD"",""scope"":""CC; United States storefront"",""source_url"":""https://www.isc2.org/register-for-exam/isc2-exam-pricing"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Annual Maintenance Fee + earn CPE credits"",""fee"":50.0,""fee_unit"":""per_year"",""ce_credits"":45.0,""ce_period"":""per 3-year cycle (15/yr)"",""source_url"":""https://www.isc2.org/policies-procedures/member-policies"",""checked_date"":""2026-07-01""}",role_cybersecurity_analyst;role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_isc2_sscp_systems_security_certified_practitioner,isc2,ISC2,SSCP - Systems Security Certified Practitioner,isc2-sscp-systems-security-certified-practitioner,/certifications/isc2/isc2-sscp-systems-security-certified-practitioner,https://rolemath.com/certifications/isc2/isc2-sscp-systems-security-certified-practitioner/,https://www.isc2.org/certifications/sscp,current,SSCP,October 2025 outline,https://www.isc2.org/certifications/sscp/sscp-certification-exam-outline,2026-08-08,"[{""amount"":249.0,""currency"":""USD"",""scope"":""SSCP; United States storefront"",""source_url"":""https://www.isc2.org/register-for-exam/isc2-exam-pricing"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Annual Maintenance Fee + earn CPE credits"",""fee"":135.0,""fee_unit"":""per_year"",""ce_credits"":60.0,""ce_period"":""per 3-year cycle (20/yr)"",""source_url"":""https://www.isc2.org/policies-procedures/member-policies"",""checked_date"":""2026-07-26""}",role_cybersecurity_analyst;role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_isc2_cissp_certified_information_systems_security_professional,isc2,ISC2,CISSP - Certified Information Systems Security Professional,isc2-cissp-certified-information-systems-security-professional,/certifications/isc2/isc2-cissp-certified-information-systems-security-professional,https://rolemath.com/certifications/isc2/isc2-cissp-certified-information-systems-security-professional/,https://www.isc2.org/certifications/cissp,current,CISSP,current exam outline,https://www.isc2.org/certifications/cissp/cissp-certification-exam-outline,2026-08-09,"[{""amount"":749.0,""currency"":""USD"",""scope"":""CISSP; United States storefront"",""source_url"":""https://www.isc2.org/register-for-exam/isc2-exam-pricing"",""checked_date"":""2026-07-05""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Annual Maintenance Fee + earn CPE credits"",""fee"":135.0,""fee_unit"":""per_year"",""ce_credits"":120.0,""ce_period"":""per 3-year cycle (40/yr)"",""source_url"":""https://www.isc2.org/policies-procedures/member-policies"",""checked_date"":""2026-07-26""}",role_cybersecurity_analyst;role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_isc2_ccsp_certified_cloud_security_professional,isc2,ISC2,CCSP - Certified Cloud Security Professional,isc2-ccsp-certified-cloud-security-professional,/certifications/isc2/isc2-ccsp-certified-cloud-security-professional,,https://www.isc2.org/certifications/ccsp,current,CCSP,current exam outline,https://www.isc2.org/certifications/ccsp/ccsp-certification-exam-outline,2026-08-09,"[{""amount"":599.0,""currency"":""USD"",""scope"":""CCSP; United States storefront"",""source_url"":""https://www.isc2.org/register-for-exam/isc2-exam-pricing"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Annual Maintenance Fee + earn CPE credits"",""fee"":135.0,""fee_unit"":""per_year"",""ce_credits"":90.0,""ce_period"":""per 3-year cycle (30/yr)"",""source_url"":""https://www.isc2.org/policies-procedures/member-policies"",""checked_date"":""2026-07-01""}",role_cybersecurity_analyst;role_cloud_engineer,occ_computer_systems_engineers_architects;occ_information_security_analysts,0,[]
cert_isaca_cisa_certified_information_systems_auditor,isaca,ISACA,CISA - Certified Information Systems Auditor,isaca-cisa-certified-information-systems-auditor,/certifications/isaca/isaca-cisa-certified-information-systems-auditor,https://rolemath.com/certifications/isaca/isaca-cisa-certified-information-systems-auditor/,https://www.isaca.org/credentialing,current,CISA,current exam outline,https://www.isaca.org/credentialing/cisa,2026-08-09,"[{""amount"":575.0,""currency"":""USD"",""scope"":""member"",""source_url"":""https://www.isaca.org/credentialing/cisa"",""checked_date"":""2026-08-09""},{""amount"":760.0,""currency"":""USD"",""scope"":""non-member"",""source_url"":""https://www.isaca.org/credentialing/cisa"",""checked_date"":""2026-08-09""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""ISACA page states holders must report at least 120 CPE hours during a three-year reporting period, with at least 20 CPE hours per year."",""fee"":85.0,""fee_unit"":""per_year"",""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://www.isaca.org/credentialing/cisa/maintain-cisa-certification"",""checked_date"":""2026-06-09""}",role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_isaca_cism_certified_information_security_manager,isaca,ISACA,CISM - Certified Information Security Manager,isaca-cism-certified-information-security-manager,/certifications/isaca/isaca-cism-certified-information-security-manager,https://rolemath.com/certifications/isaca/isaca-cism-certified-information-security-manager/,https://www.isaca.org/credentialing,current,CISM,current through 2026-11-02,https://www.isaca.org/credentialing/cism,2026-08-09,"[{""amount"":575.0,""currency"":""USD"",""scope"":""member"",""source_url"":""https://www.isaca.org/credentialing/cism"",""checked_date"":""2026-08-09""},{""amount"":760.0,""currency"":""USD"",""scope"":""non-member"",""source_url"":""https://www.isaca.org/credentialing/cism"",""checked_date"":""2026-08-09""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""ISACA page states holders must report at least 120 CPE hours during a three-year reporting period, with at least 20 CPE hours per year."",""fee"":85.0,""fee_unit"":""per_year"",""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://www.isaca.org/credentialing/cism/maintain-cism-certification"",""checked_date"":""2026-06-09""}",role_cybersecurity_analyst;role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_red_hat_red_hat_certified_system_administrator_rhcsa,red_hat,Red Hat,Red Hat Certified System Administrator (RHCSA),red-hat-red-hat-certified-system-administrator-rhcsa,/certifications/red-hat/red-hat-red-hat-certified-system-administrator-rhcsa,,https://www.redhat.com/en/services/certification/rhcsa,current,EX200,Red Hat Enterprise Linux 10,https://www.redhat.com/en/services/training/ex200-red-hat-certified-system-administrator-rhcsa-exam,2026-08-09,"[{""amount"":500.0,""currency"":""USD"",""scope"":""EX200; United States storefront"",""source_url"":""https://docs.redhat.com/en/documentation/red_hat_learning_subscription/1-latest/html/red_hat_certification_program_guide/index"",""checked_date"":""2026-08-09""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Current for three years; Red Hat lists multiple renewal routes. Current official pages conflict on the exhaustive route framework, so confirm the route selected."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year current period"",""source_url"":""https://www.redhat.com/en/services/certification/renewal"",""checked_date"":""2026-08-09""}",role_junior_systems_administrator,occ_network_systems_administrators,0,[]
cert_linux_foundation_lfcs,linux_foundation,Linux Foundation,Linux Foundation Certified System Administrator,lfcs,/certifications/linux-foundation/lfcs,https://rolemath.com/certifications/linux-foundation/lfcs/,https://training.linuxfoundation.org/certification/LFCS/,current,,distribution-independent / vendor_no_number,https://training.linuxfoundation.org/certification/LFCS/,2026-08-09,"[{""amount"":445.0,""currency"":""USD"",""scope"":""LFCS; United States storefront"",""source_url"":""https://training.linuxfoundation.org/certification/linux-foundation-certified-sysadmin-lfcs/"",""checked_date"":""2026-08-09""}]","{""lifecycle_state"":""time_limited"",""validity_years"":2.0,""model"":""Renew by retaking and passing the same exam before expiry"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://docs.linuxfoundation.org/tc-docs/certification/lf-handbook2/certificates-and-certification"",""checked_date"":""2026-08-09""}",role_junior_systems_administrator;role_systems_engineer;role_devops_engineer,occ_network_systems_administrators,0,[]
cert_linux_foundation_certified_kubernetes_administrator_cka,linux_foundation,Linux Foundation,Certified Kubernetes Administrator (CKA),linux-foundation-certified-kubernetes-administrator-cka,/certifications/linux-foundation/linux-foundation-certified-kubernetes-administrator-cka,https://rolemath.com/certifications/linux-foundation/linux-foundation-certified-kubernetes-administrator-cka/,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/,current,,Kubernetes v1.35 / vendor_no_number,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/,2026-08-09,"[{""amount"":445.0,""currency"":""USD"",""scope"":""CKA; United States storefront"",""source_url"":""https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/"",""checked_date"":""2026-08-09""}]","{""lifecycle_state"":""time_limited"",""validity_years"":2.0,""model"":""Renew by retaking and passing the same exam before expiry"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://docs.linuxfoundation.org/tc-docs/certification/lf-handbook2/certificates-and-certification"",""checked_date"":""2026-08-09""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,[]
cert_offensive_security_oscp,offensive_security,OffSec,OffSec Certified Professional (OSCP) and OSCP+,offensive-security-oscp,/certifications/offensive-security/offensive-security-oscp,https://rolemath.com/certifications/offensive-security/offensive-security-oscp/,https://www.offsec.com/courses/pen-200/,current,PEN-200 OSCP+,current,https://www.offsec.com/courses/pen-200/,2026-08-09,"[{""amount"":1699.0,""currency"":""USD"",""scope"":""PEN-200;OSCP+; United States storefront"",""source_url"":""https://www.offsec.com/courses/pen-200/"",""checked_date"":""2026-06-26""}]","{""lifecycle_state"":""no_expiration"",""validity_years"":3.0,""model"":""OSCP has no expiration; OSCP+ expires after 3 years and renews via a recert exam, a qualifying higher OffSec cert, or the OffSec CPE program."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://www.offsec.com/courses/pen-200/"",""checked_date"":""2026-06-26""}",role_penetration_tester;role_penetration_tester,,0,"[""RoleMath has not mapped this credential to an occupation with attributable evidence.""]"
cert_ec_council_certified_ethical_hacker_ceh,ec_council,EC-Council,Certified Ethical Hacker (CEH),ec-council-certified-ethical-hacker-ceh,/certifications/ec-council/ec-council-certified-ethical-hacker-ceh,,https://www.eccouncil.org/train-certify/certified-ethical-hacker-ceh-v13-north-america/,unresolved,312-50,CEH v13 / CEH AI identity unresolved,https://www.eccouncil.org/train-certify/certified-ethical-hacker-ceh/,2026-08-09,[],"{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""EC-Council ECE policy states certifications are valid for three years from certification; members under the ECE scheme must complete 120 ECE credits within the three-year window and keep CE fees current."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://cert.eccouncil.org/ece-policy.html"",""checked_date"":""2026-06-08""}",role_cybersecurity_analyst,occ_information_security_analysts,0,"[""RoleMath did not find an in-window attributable exam/version for the build date."",""No current scoped exam fee is attributable yet.""]"
cert_pmi_pmp,pmi,Project Management Institute,Project Management Professional,pmi-pmp,/certifications/pmi/pmi-pmp,,https://www.pmi.org/certifications/project-management-pmp,current,PMP,Updated exam effective 2026-07-09,https://www.pmi.org/certifications/project-management-pmp,2026-08-09,[],"{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""PMP requires 60 PDUs over a 3-year cycle; we have not recorded a single published renewal fee, because the cited PMI page shows costs at registration and they vary by membership and region."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://www.pmi.org/certifications/certification-resources/maintain"",""checked_date"":""2026-06-09""}",role_project_coordinator,occ_project_management_specialists,0,"[""No current scoped exam fee is attributable yet.""]"
cert_pmi_capm,pmi,Project Management Institute,Certified Associate in Project Management,pmi-capm,/certifications/pmi/pmi-capm,,https://www.pmi.org/certifications/certified-associate-capm,current,,vendor_no_number,https://www.pmi.org/certifications/certified-associate-capm/,2026-08-09,[],"{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Per-cycle renewal fee + earn PDUs"",""fee"":60.0,""fee_unit"":""per_cycle"",""ce_credits"":15.0,""ce_period"":""PDUs per 3-year cycle"",""source_url"":""https://www.pmi.org/-/media/pmi/documents/public/pdf/certifications/maintaining-capm-faqs.pdf"",""checked_date"":""2026-06-14""}",role_project_coordinator,occ_project_management_specialists,0,"[""No current scoped exam fee is attributable yet.""]"
cert_peoplecert_itil4_foundation,peoplecert,PeopleCert,ITIL 4 Foundation,peoplecert-itil-4-foundation,/certifications/peoplecert/itil-4-foundation,,https://www.peoplecert.org/browse-certifications/it-governance-and-service-management/ITIL-1/itil-4-foundation-2565,current,ITIL 4 Foundation,ITIL 4 with Version 5 transition,https://www.peoplecert.org/browse-certifications/it-governance-and-service-management/ITIL-1/itil-4-foundation-2565,2026-08-09,[],null,,,0,"[""No current scoped exam fee is attributable yet."",""Lifecycle or renewal semantics are not attributable yet."",""No current official and genuinely free preparation resource is recorded."",""RoleMath has not mapped this credential to an occupation with attributable evidence.""]"
